Row No.,Date,Stock Performance,News
65,Wed Aug 30 00:00:00 CST 2017,0,"'The 4K format offers about 4,000 pixels horizontally, or more than 8 million pixels per frame, making its resolution about four times that of most high-definition TVs. An earlier version of this article incorrectly said the 4K format offers 4,000 pixels per frame. (Aug. 29) Apple Inc. is scrambling to strike deals with Hollywood studios to offer ultrahigh-definition films on its new Apple TV, but discussions have been hampered by disagreements over pricing, according to people with knowledge of the talks. The tech giant will unveil the new version of its streaming media device at an event Sept. 12 and tout its compatibility with new 4K televisions, people with knowledge of its plans said. The 4K format offers more than 8 million pixels per frame??significantly sharper than traditional high-definition video at the same size. Apple will also reveal updates to its iPhone and Apple Watch, according to people briefed on its plans. Apple wants to have major Hollywood films available in ultrahigh definition on the new device, expected to go on sale later this year. However, it wants to charge $19.99 for those movies??on par with what it sometimes charges for new HD movies, the people with knowledge of the discussions said. Several Hollywood studios want to charge $5 to $10 more for 4K movies, the people said. Conflicts over pricing between Appl""nd media companies are nothing new. The technology company typically argues lower prices will help expand a category and generate more long-term revenue, while studios often worry more about preserving profit margins and higher prices for higher quality formats. ""I wouldn't tell Apple how to price their iPads,"" said an executive at one studio in talks with Apple. An Apple spokeswoman declined to comment. Closing deals with studios before Sept. 12 is important to Apple as it tries to reignite interest in the TV product it first launched in 2007. The company has been losing market share lately to streaming-media players from rivals such as Amazon.com Inc. and Roku Inc., which already offer devices with 4K capability that cost at least 60% less than the $149 Apple TV. Its market share fell to 15% in the first quarter this year from 19% a year earlier, according to Parks Associates, a market research firm. The Apple TV accounts for a fraction of the company's revenue, but research by Kantar Worldpanel has found that owning additional Apple devices strengthens consumer loyalty to the iPhone, which accounts for two-thirds of sales. ""Historically, Apple has looked at the levers they can pull to be competitive, and they'll have to have richer 4K content to leapfrog other competitors,"" said Matt Smith, vice president at Brightcove Inc., which provides online video services. The availability of Hollywood films in Ultra HD, another term for 4K, also could rejuvenate the iTunes Store. The company's movie rental-and-sales business has been losing market share to rivals such as Comcast Corp. and Amazon, falling below 35% from about 50% in 2012. Ultra HD movies have been available online for less than two years, and an executive at one studio said pricing is still in the testing phase. An executive at another studio said $19.99, Apple's preferred price point, would likely prove more popular with consumers given the vast amount of content available for $12 or less a month from Netflix Inc., which offers a limited number of Ultra HD movies and television shows. Streaming service Vudu, owned by Wal-Mart Stores Inc., already offers some digital movies in Ultra HD. ""Baywatch,"" from Viacom Inc.'s Paramount Pictures, and ""King Arthur,"" from Time Warner Inc.'s Warner Bros., cost $29.99 while Walt Disney Co.'s ""Guardians of the Galaxy Vol. 2"" is $24.99. Hollywood's biggest studios, a group that includes Disney, Paramount, Warner, Comcast Corp.'s Un'"
66,Wed Aug 30 00:00:00 CST 2017,0,"'The newest smartphones are taking their screens to the edge. Apple Inc. and Samsung Electronics seem to be doing the same with prices, in what amounts to a gamble to revive growth. The companies dominate the high end of the market. But that part of the business has gotten saturated, curbing the runaway growth they once enjoyed. Apple and Samsung combined accounted for 36% of smartphones sold globally last year -- down from 49% five years ago, according to IDC. Both companies also saw smartphone revenue decline in their latest fiscal years. They are betting they can revive growth by selling ever more expensive phones. Samsung unveiled its Galaxy Note 8 last week, which includes the same edge-to-edge display design as the smaller Galaxy 8 smartphone that went on sale in April. That sort of design uses curved glass and organic light-emitting diode technology to add display space to the phone without increasing its overall size. It is expensive: Samsung's Galaxy Note 8 will start at around $950 depending on the carrier, which is 8% to 12% higher than the starting price of last year's Galaxy Note 7. Apple is expected to introduce three iPhone models Sept. 12. At least one is believed to feature an edge-to-edge display along with a glass-covered frame. Analysts expect this model to start at $1,000 or more. The current iPhone 7 starts at $649. Price increases seem risky in a slowing market, though Apple may be hoping to repeat some of the success of the iPhone 6, which launched in late 2014. That phone was the company's entry into the larger-screen smartphone segment and it paid off handsomely, boosting both iPhone unit sales and Apple's operating profit by more than 36% for the company's 2015 fiscal year. The iPhone's average selling price rose 11% to $671 for the same period. Apple's stock price, which rose about 30% in the six months prior to the iPhone 6 launch, gained another 30% in the six months that followed. Still, prices approaching $1,000 will be a shock. A Barclays survey earlier this month found that only 18% of iPhone users are willing to pay more than $1,000. Both Apple and Samsung have proven skilled at making eye-catching designs. But the price of those designs seems likely to make their customers' eyes bulge. '"
67,Tue Aug 29 00:00:00 CST 2017,1,"'Wise Apple, a lunch delivery service for children, has raised $3.6 million in seed financing led by Pritzker Group Venture Capital and Levy Family Partners. Chicago Ventures, Greycroft, BoxGroup and IrishAngels also participated. Chicago-based Wise Apple offers six different lunches a week, such as macaroni and cheese and chicken tacos. Four or five out of these six recipes change every week. There are also customized meal options, said Rebecca Sholiton, Wise Apple's chief executive and co-founder. Other venture-backed startups competing in meals for children, such as Kidfresh, offer healthier versions of children's frozen meals. Food-delivery company Munchery Inc. offer options for children as well. Figuring out what recipes children might enjoy was the most challenging part of starting the business, Wise Apple's chief executive said. ""Every kid is picky,"" she said. Wise Apple operates in the Midwest and has plans to expand in 2018, she said. Lunches targeted at children of ages 4 to 9 years are sold at $6.99 per meal for a pack of five meals, at $6.75 per meal for a pack of eight meals, and for $6.50 per meal for a meal pack of 12. '"
68,Tue Aug 29 00:00:00 CST 2017,1,"'Good morning. Some people might have assumed MTV's Video Music Awards were due a ""Red Wedding""-style massacre in the ratings this year, as the show aired at the same time as the season finale of ""Game of Thrones."" Not so??well, among teens, anyway. Variety reports that while overall ratings were down 16% in MTV's 18-34 demographic, this year's awards show outperformed ""oT"" in the teen demographic and saw an increase in its share of younger viewers from last year. And for cord-cutters without a cable login to live-stream the event, MTV shared plenty of clips on social media, monetized by sponsorships from brands including Verizon and Taco Bell. Of course, none of this should take away from the incredible draw of ""GoT,"" which scored 16.5 million viewers, a series record. Better the Devil You Know Hot on the heels of CMO Today's Alexandra Bruell reporting on how ad holding companies are under pressure to streamline their complex structures, Publicis Groupe announced it is teaming up with consulting firm CapGemini for a massive project to update the McDonald's restaurant experience. Alex emails to tell me: ""Over five years, the project is expected to generate around $600 million for CapGemini, and around $150 million for Publicis, according to people familiar with the matter."" We've seen many examples in recent months and years of agencies and consultancies laying claim to each other's turf. But, as this project shows, both types of firms are far from being able to do it all. The two French companies are working together on a project that will require digital marketing functions, such as customer-relationship marketing and in-store and mobile app design, as well as back-end technology implementation of new ordering and payment systems. Alex continues: ""A rumor circulated earlier this year of a Publicis-CapGemini merger. It never materialized, but if all goes well with McDonald's, who knows??"" Don't Bite the Hand That BuzzFeeds For years, BuzzFeed's pitch to advertisers and investors was that its native advertising monetization model was the antidote to traditional banner ads: anti-consumer interruptions that encourage users to click away from the content they want to consume. But native ads, particularly the type BuzzFeed produces??such as its ""ear Kitten"" video series for Friskies or sponsored listicles for brands like Taco Bell??require lots of human support and don't scale as easily as programmatic ads. So, with an IPO in sight, it really was only a matter of time before BuzzFeed turned to display advertising, as Business Insider reports. Now BuzzFeed, ""th the help of Google's DoubleClick Ad Exchange and the Facebook Audience Network, has turned on the fire hose. Not only will programmatic result in an immediate revenue boost in BuzzFeed's established markets, but it also will help the media company rev up the money engines in markets where it hasn't yet established human sales teams. How Do You Like Them Apples? Has your iPhone been playing up lately? Have you been holding out to buy a smartwatch until a tech company can convince you the devices are more than just a notifications jail for your wrist? Well, mark your calendar for Sept. 12, as that's when Apple is set for yet another of its big product announcement events, the Journal's Tripp Mickle and Drew FitzGerald report. As we're all familiar with by now, these events are huge marketing showpieces, where you can expect to see Apple's top execs, a celebrity or two (especially given Apple's recent content push), and maybe even ""one more thing."" Center stage, of course, will be the products. Principally, marketers' eyes should be on a new, larger, pricier showcase iPhone. The device is set to have high-end features such as facial recognition and augmented reality, which could open up new ways for brands to interact with consumers. We're also expecting an announcement about a 4K Apple TV box, although, as the Journal reports, the tech giant is battling with Hollywood studios over the price to charge for ultra-high definition movies. Getting premium content on the box will be key to the launch and the marketing campaigns that will follow. Because You're Amazon, Just the Way You Are Amazon told us last week that it was planning to slash prices at Whole Foods to mark its acquisition of the high-end grocery chain. While I noted then that the move could encourage shoppers to reconsider Whole Foods' ""Whole Paycheck"" reputation, the Journal has more on the strategy behind Amazon's recent moves, which follow its well-traveled ""kill on price to win on loyalty"" playbook. For one, the price cuts signify Amazon's intent to ""apply order"" to Whole Foods' decentralized structure, where prices had varied across the chain's 12 regions. Amazon also will be using Whole Foods to push its own-brand products. On Monday, its Echo speaker device was selling in-store at a huge discount of $99.99. (It usually retails for $179.99.) Shoppers who might never have entered Whole Foods' doors could visit just for the tech bargains, then make some impulse purchases while in-store. As we're on the subject of Amazon, Digiday reports the company is ramping up its programmatic ad business, offering'"
69,Tue Aug 29 00:00:00 CST 2017,1,"'Fitbit Inc. unveiled its long-awaited smartwatch on Monday, elbowing into a crowded market to restart its growth. Fitbit's smartwatch, called the Ionic, priced at $299.95, will compete with incumbents such as Apple Inc.'s Apple Watch, which starts at $269. And while Fitbit is touting the health and fitness features on its device, building on its expertise in fitness trackers, the Ionic lacks some of the technological capabilities of an expected revamp of Apple Watch. The smartwatch is going to ""be a big part of our growth story,"" said Fitbit Chief Executive James Park. He added that the device's ability to marry medical-grade capabilities with the company's mass-market appeal will help position it as an essential product. The Ionic is scheduled to hit stores in October ahead of the critical holiday season. Its fate is pivotal to Fitbit, which last year suffered a lackluster holiday season, driving it to post its first quarterly loss since going public. Sluggish sales led to layoffs. Analysts say that the watch's success will hinge on whether Fitbit is able to leverage its expertise in health and fitness. Fitbit is ""playing to their wheelhouse,"" said Ramon Llamas, research manager of wearables and mobile phones at International Data Corp., a research firm. Consumers said that health and fitness apps were the most desirable feature in their smartwatches, according to a survey conducted by IDC late last year. But competitors such as Apple and Samsung Electronics Co. Ltd. have released watches with a variety of features, and ""not everybody wants or is using those features,"" said Mr. Llamas. '"
70,Mon Aug 28 00:00:00 CST 2017,1,"'Apple Inc. has scheduled a product-announcement event on Sept. 12, according to people briefed on its plans, reinforcing expectations that the technology giant will release new iPhones and a smartwatch well ahead of the holiday shopping season. The company is expected to unveil three iPhones, according to other people familiar with its plans. Those include a showcase iPhone to mark the product's 10th anniversary that is larger and pricier and features an edge-to-edge display and facial-recognition technology, as well as updates to the two iPhone 7 models that started selling last year. Analysts had widely reported in recent months that production glitches on the newest iPhone could cause it to be delayed. If the event proceeds on Sept. 12, its timing would be roughly consistent with iPhone launches in previous years, reassuring investors and customers that the device is on track. Still, it remains to be seen if production shortfalls like those that constrained supplies of the iPhone 6 will crimp sales of the latest handsets. Apple typically begins selling new iPhones about 10 days after unveiling them. In the past two years it has used San Francisco's Bill Graham Civic Auditorium, but people close to the company say it is aiming to use the 1,000-seat Steve Jobs Theater on its new headquarters campus. The new headquarters, however, aren't finished, and the construction timetable could affect the timing or location of the event, those people said. Apple declined to comment. It often keeps secret the timing and other information about such events until close to the date. Apple's announcement is scheduled to happen a week after sales start in the U.S. for Samsung Electronics Co.'s Galaxy Note 8. The South Korean company's flagship smartphone features a new dual-lens camera similar to the iPhone 7 and one of the largest smartphone screens on the market. Samsung hopes the device convinces some iPhone owners to switch. Apple has increased production in recent weeks of the new showcase iPhone and is poised to expand manufacturing from one plant in China to others, according to people familiar with the process. The expansion bodes well for the company's efforts to meet sales demand for the device during the holiday shopping season, one of the people said. Consumer demand for a new iPhone appears strong. In a recent survey, 52% of people planning to buy a smartphone in the next 90 days said they would buy an iPhone, the highest level since 2010, according to 451 Research, a market-research firm. Expectations for strong sales of the new iPhones have sent Apple's stock to record levels, increasing its market capitalization by 36% to $825.71 billion since the start of the year. The company said this month that it expects to generate $49 billion to $52 billion in sales during the September-ending quarter, a figure Nomura Instinet analysts say suggests Apple will ship about 50 million iPhones in the quarter, a 10% increase from the same time last year. Other analysts estimate Apple will ship fewer iPhones, even factoring in a September product launch. ""This is a game changer because of the new functionality that will really strengthen ties with consumers,"" said John Koczara, senior portfolio manager at LaFleur & Godfrey, a Grand Rapids, Mich.-based investment firm that counts Apple among its largest holdings. ""Not only domestically will it move the needle, but it will also really take share in China and move the needle once again there."" Apple also is expected to unveil a new Apple Watch with an LTE cellular chip that allows it to pull data directly from wireless services, easing the device's current dependency on the iPhone to transmit emails, texts and calls. The new iPhone is expected to feature facial-recognition technology that allows users to unlock the device, and to have augmented-reality capabilities, according to Carolina Milanesi, an analyst with market-research firm Creative Strategies. She said the facial-recognition feature will make Apple Pay faster, while augmented-reality apps will create opportunities to use the device in new ways such as gaming or decorating a home. ""There's going to be enough in this phone to lay the foundation for the future of computing as Apple thinks about it,"" said Ms. Milanesi, who said previous iPhone updates were more ""iterative."" The iPhone's success will hinge largely on its performance in China, said Katy Huberty, a Morgan Stanley analyst. Apple has been losing market share in China to local, low-price rivals like Huawei Technologies Co. and BBK Electronics Corp. Sales declined 16% in Greater China, which includes Hong Kong and Taiwan, in the 12 months through June. Investors hope the new high-end iPhone??the exact name of whic""hasn't been disclosed??reverses those declines because it is expected to look different from previous models. Many Chinese consumers treat their devices as status symbols, analysts say, and haven't upgraded in recent years because the iPhone 7, released last September, looked the same as the iPhone 6 and iPhone 6s that preceded it. To boost sales, though, Apple will have to persuade consumers to pay more for the new high-end model, which analysts expect to cost as muc'"
71,Fri Aug 25 00:00:00 CST 2017,1,"'For years, tech stocks in Asia have risen and fallen with the release cycles of Apple Inc.'s iPhone as component producers gear up to supply new versions. Now, a new type of product is creating a similar buzz among investors in the region. Smart speakers -- voice-activated, internet-connected devices such as Amazon.com Inc.'s Echo -- have scored with consumers by allowing them to make purchases without picking up a phone thanks to onboard assistants like Amazon's Alexa. Apple, Alphabet Inc.'s Google, Samsung Electronics Co. and several Chinese competitors have followed Amazon into the market in search of the next big trend in consumer electronics. That has added to demand for components like semiconductors, speaker modules and motion sensors coming from Asian suppliers, contributing to a supply crunch and lifting margins for those producers. Smart speakers are just taking off, but will have a ""smartphone moment"" at which point they become ubiquitous, said Oliver Lee, investment director at Old Mutual Global Investors, which manages $37 billion in assets. Sales are growing quickly. Some 10.7 million Amazon customers in the U.S. owned an Echo device at the end of the first quarter, up from three million a year earlier, according to research firm Consumer Intelligence Research Partners LLC. The Echo was first offered to Amazon Prime customers in the U.S. in 2014. Last year, the U.S. company began selling its speakers in Europe. Market-research firm Gartner estimates spending on smart speakers will total $3.5 billion globally by 2021, compared with $360 million in 2015. ""Amazon Echo, Google Home and Apple HomePod are going to be much more prevalent in the home over the next three to four years,"" Mr. Lee said. ""We're in the early stage for this rollout, and we don't think it's fully priced into the stocks."" Asian tech companies are racing to grab market share. Alibaba Group Holding Ltd. has released a digital assistant similar to Amazon's Echo, while Samsung is also developing a voice-activated speaker. Baidu Inc. launched a home-control robot called ""Little Fish"" in April and Alibaba e-commerce rival JD.com Inc. sells a smart speaker in the Chinese market called Dingdong. The sudden popularity of these devices has been a boon to component suppliers such as Taiwan's WIN Semiconductors Corp., whose share price has almost doubled this year. Investors are piling into the company, which trades at a discount to highflying tech stocks like Amazon. Data from FactSet show $104 million in new investment from fund managers including Fidelity International during the last six months. Old Mutual has snapped up shares in Hong Kong-listed Hua Hong Semiconductor Ltd., whose stock has risen 20% this year. Fund managers including AllianceBernstein LP and Guggenheim Investments have increased their holdings in the company by a total of $82 million in the last six months, according to FactSet. Another beneficiary is Primax Electronics Ltd., a maker of speaker modules for Amazon and Google devices whose shares are up 59% this year. Fund managers, including Lazard Asset Management and J.O. Hambro Capital Management, have invested $95 million in Primax shares this year, according to FactSet. The component makers' shares are a comparative bargain. Amazon trades with a multiple of 147 times next year's estimated earnings, Google parent Alphabet at 25 times next year's earnings, Alibaba at 31 times and Baidu at 28 times. Meanwhile, WIN Semiconductors trades at a multiple of 18.4, Primax at 12.2 times and Hua Hong at 9.8. Still, smart speakers are in their infancy. In contrast, the smartphone industry is expected to generate spending of $400 billion this year, a decade after Steve Jobs introduced the iPhone. In the first quarter, Samsung shipped 79 million smartphones while Apple sold 52 million iPhones, according to Gartner. But the technology powering the voice-commanded assistants like Alexa represents a rich opportunity for investors. Demand for smart speakers is expected to help spur what Nomura describes as an ""unprecedented super cycle"" for semiconductors, in particular dynamic random access memory, known as DRAM. The chips are used for servers powering cloud computing and artificial intelligence, which underpins speech-recognition software. Stocks expected to benefit from the added demand include Samsung Electronics -- which Nomura expects will surpass Intel as the biggest semiconductor company -- and South Korean rival SK Hynix Inc., shares of which have more than doubled in value during the past year. Fund managers say the rally has further to go. Hardware makers in South Korea and Taiwan that sell components for these products are in a strong position to generate higher margins for the foreseeable future, said Arthur Kwong, head of Asia Pacific equities at BNP Paribas Investment Partners, which manages 580 billion. ""There's quite a high barrier to entry,"" Mr. Kwong said. ""A lot of Chinese companies are trying to move into this space, and it'll take a long time for them to develop the required technology."" '"
72,Fri Aug 25 00:00:00 CST 2017,1,"'DES MOINES, Iowa??Iowa approved a deal Thursday to give Apple Inc. $208 million in state and local tax breaks to build two data-storage centers near Des Moines and to create at least 50 jobs. Apple is the latest tech company to plant roots in Iowa. Google, Facebook and Microsoft have already built billion-dollar data centers in Iowa. Like Apple, they were drawn to the state by its generous tax breaks, wind-generated electricity and relative security from natural disasters that could disrupt service. In addition to the promised jobs, Apple agreed to buy 2,000 acres of land for the $1.4 billion project, enough to allow for future development, said Debi Durham, the state's economic development director. At an event with Republican Gov. Kim Reynolds outside the Capitol building, Apple CEO Tim Cook credited Iowa's ""orld-class power grid"" and what he called the state's culture of developing computer programmers who have created applications ranging from education to entertainment. ""At Apple we admire what you guys have accomplished and we want to be a part of it,"" Mr. Cook told cheering supporters. Neither he nor the governor took questions at the event. Mr. Cook promised to invest $100 million to a newly created public improvement fund to be used for community development, including the revitalization of streets, libraries and parks. The deal approved by the Iowa Economic Development Authority includes a refund of $19.6 million in state sale taxes for Apple and a $188 million break on property taxes from Waukee, a suburb bordering Des Moines. Critics questioned the wisdom and fairness of giving such tax breaks to one of the world's richest companies. ""It's a net fiscal loss that it's a straightforward giveaway in the economy to a company that's extraordinarily wealthy, and it makes no sense from an economist's point of view. It only makes sense from a politician's point of view,"" said David Swenson, an economist at Iowa State University and critic of such large economic development project tax breaks. Ms. Reynolds, speaking briefly to reporters after the announcement, defended the use of tax credits at a time when the state budget shortfall that may require a special legislative session to address, saying the $19.6 million is a minimal investment for the return Iowa would get. '"
73,Thu Aug 24 00:00:00 CST 2017,0,"'Samsung's new Galaxy Note 8 is a Grande-size smartphone with Venti expectations. It succeeds the Note 7, which was perhaps the most talked-about phone of 2017 . . . for all the wrong reasons. And when the Note 8 arrives in stores Sept. 15, it will go head-to-head against Apple's 10th-anniversary iPhone in what's expected to be the largest-ever season for phone upgrades. So what is Samsung's strategy for breaking Apple's spell while also making us forget about battery fires? Rather than surprise, the Note 8 mostly just supersizes the things that worked well in this spring's Galaxy S8. Its screen measures 6.3 inches. The Note 8's standout new feature, a dual-lens camera, will make other Samsung owners jealous, but it only just catches up to Apple. When I had the chance to try the Note 8 briefly, ahead of its debut, it was clear this is the phone to beat for anyone looking to max out on screen. In a form that is slightly thinner and taller than the iPhone 7 Plus, the Note 8 packs about 20% more screen. Like the S8, the Note 8 squeezes in more usable screen by slimming the phone's forehead and chin, elongating the display. And its ""infinity"" screen stays trim on the sides by curving down. That curve has a sharper angle than past Samsung phones, which makes the Note 8 slightly easier to hold. Side by side, the Note 8 screen looks like a modest boost from the S8+ model, with a 6.2-inch screen, that Samsung introduced in the spring. But it will feel like an Olympic-size swimming pool for anyone still using the two-year-old Note 5 or any iPhone. Unfortunately, Samsung still doesn't know where to put the fingerprint reader. The Note 8, like the S8, moves it to the back of the phone, awkwardly up near the camera. I'm still waiting for a phone maker to return the reader to the front where it belongs, maybe right in the screen itself. In the don't-break-what-isn't-broken department, the Note 8's S Pen stylus for drawing and taking notes hasn't changed much. One new trick: Like a magic wand, it can now translate complete sentences, rather than just words. The Note 8's software has Samsung's not-always-beloved version of Android, which isn't much changed. They've added the marginally useful ability to pair apps together into a single launch icon. This will let you load duos you frequently use together, say, YouTube and email or navigation and music. To work, the apps themselves must be multiwindow compatible. The phone also has a dedicated button for Bixby, Samsung's newborn voice assistant. Bixby not only answers questions but also operates the entire phone (or at least aspires to). Now let's talk about that hopefully nonexploding Note 8 battery. It's a tiny bit smaller this year, possibly helping it avoid some of the problems that caused fires in last year's model. Independent testing firm UL is publicly vouching for the Note 8 battery, a significant improvement over the just-trust-us approach Samsung took with battery safety in the S8. The Note 8's dual 12-megapixel camera is the feature most likely to make other Samsung owners jealous. Just as on the iPhone 7 Plus, one lens is for wide angle and the other for 2X zoom. Samsung added optical image stabilization to both its lenses, which it says will produce clearer shots. The iPhone 7 Plus has stabilization only on the default wide-angle lens. Like the iPhone, the Note 8 can use depth information from the two lenses to take portraits with only the subject in focus. The Note lets you manually adjust how much background blur to apply -- a feature I've felt was lacking on the iPhone's Portrait Mode. (On the Note 8, you can even adjust it after you take the picture. The Note 8, available in presales on Aug. 24, is too big for my taste. I think the Samsung Galaxy S8 offers just the right amount of screen, 5.8 inches, in a slender package. But by offering a supersize line, Samsung retains loyal customers who want choice. And the Note 8 maintains Samsung's lead on phone design. The new norm for a premium phone in 2017 is a dual-lens camera and a reduced-bezel shape with a huge screen. But there is still room for Apple to impress this fall by fixing the fingerprint reader, addressing battery life -- and perhaps identifying something we didn't even know we wanted. '"
74,Tue Aug 22 00:00:00 CST 2017,1,"'Well-known investors from Tim Draper to the Winklevoss brothers have been happy to lend their names and public support to cryptocurrency projects that they back. Their endorsements, in turn, have precipitated large follow-on demand from the crowd of investors who wanted to jump on the same bandwagon. Soon after Tim Draper, for example, signaled in the press that he will invest in its initial coin offering, a project called Tezos conducted a public sale of its tokens that drew more than $200 million. Filecoin Network, meanwhile first raised $52 million from hand-picked close advisers, followed by another $200 million from all accredited investors interested. Big-name investors lend a dose of credibility and also help these projects with business development and other support, and there's nothing wrong with that. They also get a significant discount on the public sale. Some say it would only be fair to have the investors announce when they sell out of their positions. Otherwise, the crowd may be following ghosts into tokens. ""The problem is that you've got venture-capital firms backing these projects, signalling that they are committed for the long term...but then they have the opportunity to turn around and sell much more rapidly. It's not a great dynamic,"" said Ryan Selkis, who used to run investments at Digital Currency Group and was most recently at the helm of media and conference company CoinDesk. ""It would be good for investors to make some voluntary disclosures if you've got others investing because of the top-tier names,"" he added. Mr. Draper disagrees. ""People are buying coins the way they buy euros or pesos, not investing as they do in Apple Computer or Starbucks,"" Mr. Draper wrote in an email. ""The hope is that the coin will spread, maybe so it increases in value and maybe so that people get to see a societal change. Some promotion from a prominent person, investor or otherwise can help give it a boost, but long term, it either catches on or it doesn't."" Significant investors in public companies, of course, are required to file disclosures about insider trading. It is possible that some of the existing digital tokens could be considered securities by the Securities and Exchange Commission, an attorney said. If they had been sold to the public, then they could be considered public securities and disclosure rules would apply. But Mr. Draper hopes that doesn't happen. ""Our system for taking companies public is hurting companies and making them less competitive...I would not like to see this exciting new platform follow Sarbanes Oxley, tearing down American competitiveness."" '"
75,Tue Aug 22 00:00:00 CST 2017,1,"'One of the world's largest music companies agreed to license its songs to a startup that aims to help musicians and record labels make money when their material is used in DJ mixes and mashups played online. Sony Music Entertainment is the first major music company to reach a deal with New York-based Dubset Media Inc., which has so far partnered with about 35,000 smaller labels and music publishers. Dubset's technology determines how much of a given song is used in a mix created by a DJ and calculates royalties owed to various rights holders. Dubset executives described the remix market as a massive untapped revenue source for the music industry. The company reached agreements last year to add its remixes to the libraries of Spotify AB and Apple Inc.'s Apple Music. Andre Stapleton, a business-development executive at Sony Corp.'s recorded-music unit, said the Dubset deal ""not only protects our artists, but also provides us with the tools to harness new revenues for them, while amplifying the popularity of the original master recordings at the same time."" Dubset chief executive Stephen White said the average DJ mix is 64 minutes long and contains 22 songs, with interests held by more than 100 different rights holders. In a statement, Dubset said DJ-created remixes, like original music, must be independently registered, tagged and cleared before becoming available on any subscription music streaming service. The company said its technology identifies recordings sampled within DJ sets, determines the label and publishing rights holders and clears the DJ sets across all rights holders in a matter of minutes. ""This brings huge value to artists who historically have not had the ability to monetize their content used in DJ mixes and [it is] also recognition of what amazing musicians DJs are,"" Mr. White said. Having Sony sign on is ""a huge validation of what we're doing,"" he said. It has been a long time coming, too. Mr. White said getting labels, artists and publishers on board and setting license agreements has been difficult. ""The cross-clearance network we've had to build requires us to have large number of labels on board,"" he said. ""It has been a heavy technology build."" '"
76,Mon Aug 21 00:00:00 CST 2017,0,"'It was a memorable moment in Pixar's 2004 classic ""The Incredibles,"" one that seemed wildly futuristic at the time: Mr. Incredible picks up a wafer-thin tablet computer, and it scans his face to verify his identity before divulging his secret mission. Thirteen years later, many slim phones and tablets unlock with the press of a thumb??and just this sort of mobile facial scanning is on the way. Forget fiddling with passwords or even fingerprints; forget multiple layers of sign-in; forget credit cards and, eventually, even physical keys to our homes and cars. A handful of laptops and mobile devices can now read facial features, and the technique is about to get a boost from specialized hardware small enough to fit into our phones. Using our faces to unlock things could soon become routine, rather than the purview of spies and superheroes. Qualcomm Inc., an industry leader in mobile device chips, recently introduced its Spectra imaging system, which can extract depth information from objects including faces. The company plans to include the technology in a forthcoming generation of its flagship Snapdragon mobile processors. Meanwhile, when firmware for Apple Inc.'s forthcoming HomePod speaker leaked online, developers spotted clues suggesting that an upcoming iPhone might have similar depth perception and faci"" recognition. This technology is different from, but related to, the facial recognition increasingly built into security cameras around the world, which cross-references pictures of your face against databases of millions. That tech is growing in capability and in use??especially in China, where its applications range from surveillance to payments. Fortunately, your phone's camera has a few advantages over surveillance equipment. It doesn't need to spot you in a crowd. It just needs to distinguish one face??yours??and it can do that very well, since you're not some shadowy figure captured in bad light. From a foot or two away, your phone can quickly capture a detailed image. There's another advantage. Depth-sensing technology, generally called ""uctured light,"" sprays thousands of tiny infrared dots across a person's face or any other target. By reading distortions in this field of dots, the camera gathers superaccurate depth information. Since the phone's camera can see infrared but humans can't, such a system could allow the phone to unlock in complete darkness. While Apple hasn't announced any use of this technology??let alone confirmed whether it will exist inside the widely expected 10th-anniversary iPhone??the company is no stranger to infrared depth-mapping and facial recognition. It has previously""en granted patents describing nearly identical processes. Apple declined to comment on any technology it might be working on. If this technology sounds familiar, it's a sort of shrunken-down version of the Xbox 360's Kinect motion sensor. Perhaps not coincidentally, Apple acquired an early Kinect developer, the Israeli startup PrimeSense, in 2013. Meanwhile, Qualcomm says it plans to make its Spectra processor available for future Android phones. Previous Samsung image processors that did face recognition could be fooled by holding up a photo of someone's face to a phone's camera. Qualcomm insists that depth perception gives the added bonus of ""live-ness detection."" As a result, a 3-D printed mask wouldn't be able to fool the system, though the company admits identical twins might. Teaching our phones what our faces look like will be just like teaching them our fingerprints, says Sy Choudhury, a senior director at Qualcomm responsible for security and machine-intelligence products. An image of your face is captured, relevant features are extracted and the phone stores them for comparison with your face when you unlock the phone. As with fingerprint recognition, the facial images are securely stored only on the device itself, not in the cloud. History??from Apple's battles with domestic law enforcement over unlocking iPhones to Amazon's insistence that the Alexa doesn't upload anything until it hears its wake word??suggests companies will use this privacy as a selling point. Already, laptops use Microsoft's Windows Hello face recognition for easier unlocking; some devices are equipped with Intel's RealSense 3-D depth camera, which preceded Qualcomm's Spectra. As technology like this gets into the mobile supply chain, it eventually trickles d"" to less-expensive, lower-end devices along with dedicated, highly efficient chipsets, says Joey Pritikin, founder and co-chief executive of biometrics company Tascent. Facial recognition is likely one day to appear in camera-enabled smart doorbells and locks, as well as in smart speakers like Amazon's camera-equipped Echo Show, where personalization would be a benefit: If it knew it was you, it might offer the latest ""Game of Thrones"" episode; if, instead, it spotted your child, there's ""Sesame Street."" Qualcomm already has customers in its Spectra pipeline working on nonphone products, including internet-connected cameras, says Mr. Choudhury. Like all new technologies, facial recognition is likely to come with trade-offs. In many contexts, a fingerprint scan ma'"
